EDUCATION,AGE,SEX_MAR,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,LIMIT_BAL,log_PAY_AMT1,log_PAY_AMT2,log_PAY_AMT3,log_PAY_AMT4,log_PAY_AMT5,log_PAY_AMT6,def_pay
3,28,1,1,0,0,0,0,0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,30,4,0,0,0,0,0,0,160000.0,9.102532419341877,6.90875477931522,9.28461261635077,9.375939552625749,9.214730720277476,8.580355766373877,0
3,29,2,1,3,2,2,2,2,150000.0,0.0,0.0,8.294299608857235,0.0,8.871785969150645,0.0,1
3,44,1,0,0,0,0,0,0,150000.0,9.874007247213619,10.596909695290504,2.995732273553991,9.90353755128617,0.0,9.522958929717996,0
2,46,2,0,0,0,0,0,0,50000.0,7.767687277186908,9.908674079223427,6.504288173536645,6.541029999189903,6.565264970035361,6.536691597591305,0
1,45,1,0,0,0,0,0,0,500000.0,8.511175119090675,8.825118970345061,9.35218709620442,2.70805020110221,8.685246776412487,8.938925271988273,0
2,37,4,0,0,0,0,0,0,480000.0,7.704361167910313,9.183174703903413,9.134862230800225,7.908019444632471,7.312553498102598,7.037905963447182,0
1,44,2,0,0,0,0,0,0,340000.0,9.90353755128617,8.517393171418904,7.601402334583733,11.626263078808801,8.351138607086154,8.294299608857235,1
1,47,4,1,0,0,0,0,0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,45,6,0,0,0,0,0,0,50000.0,7.206377291472252,7.037905963447182,5.713732805509369,5.746203190540153,5.762051382780177,5.7745515455444085,0
1,31,5,0,0,0,0,0,0,360000.0,8.556606193773073,8.517393171418904,8.294299608857235,8.517393171418904,8.987321812850125,8.294299608857235,0
3,31,1,0,0,0,0,0,0,350000.0,9.90353755128617,9.90468683311161,9.904237271426673,9.90353755128617,9.90353755128617,9.90353755128617,0
2,30,2,0,0,0,0,0,0,180000.0,9.210440366976517,9.30301070681749,9.456184308811169,9.239996256883693,9.210440366976517,9.312987208936326,0
1,34,1,0,0,0,0,0,0,50000.0,7.65728279297819,7.601402334583733,7.612336837167746,6.90875477931522,6.90875477931522,7.601402334583733,0
2,31,4,0,0,0,0,2,2,70000.0,9.210440366976517,8.006700845440367,8.31898612539206,0.0,6.90875477931522,0.0,1
3,23,5,2,2,2,0,0,0,40000.0,7.3783837129967145,0.0,7.1316985104669115,7.167809184316444,7.172424577124845,7.207118856207756,1
1,37,4,0,0,0,0,0,0,270000.0,11.207771646606407,8.06117135969092,8.006700845440367,8.294299608857235,8.987321812850125,8.006700845440367,0
2,23,5,0,0,0,0,0,0,70000.0,7.067319848653476,6.956545443151569,7.313886831633462,6.2166061010848646,7.601402334583733,8.006700845440367,0
1,41,2,0,0,0,0,0,0,280000.0,8.211754397375197,9.111624399037025,8.663542087751374,9.391494581018131,10.605866984409651,9.025816391627028,0
2,42,4,0,0,0,0,0,0,260000.0,8.785845337961213,8.94793610670867,9.459697330106296,8.702177865629675,8.765770543987257,9.170247278409738,0
1,23,5,0,0,2,0,0,0,20000.0,7.275864600546533,7.601402334583733,5.799092654460526,6.20050917404269,5.8377304471659395,5.872117789475416,1
1,26,5,0,0,0,0,0,0,80000.0,8.12058871174027,7.237059026124737,6.7912214627261855,6.803505257608338,4.07753744390572,0.0,1
3,27,1,1,3,2,0,0,0,20000.0,6.90875477931522,0.0,6.90875477931522,0.0,0.0,0.0,0
1,37,2,2,0,0,0,0,0,290000.0,8.45553053102413,8.476579508530941,8.462948176563842,8.537191877922927,9.975854724662028,8.699681400989514,1
2,33,5,0,0,0,0,0,0,180000.0,7.3783837129967145,8.106816038947052,5.75890177387728,11.703231725668203,8.517393171418904,8.03947991910045,0
1,43,4,0,0,2,0,0,0,250000.0,8.832733591996416,0.0,8.413830678421084,7.978310969867722,8.511175119090675,0.0,0
1,30,2,0,0,0,0,0,0,230000.0,11.002116507732017,9.90353755128617,8.517393171418904,10.308985993422082,10.463131911491967,11.407576060361786,0
2,41,5,0,0,0,0,0,0,240000.0,5.135798437050262,7.561121589530238,5.017279836814924,6.180016653652572,8.517393171418904,8.517393171418904,0
2,34,4,0,0,0,0,0,0,190000.0,8.412054873292933,10.596659732783579,10.12667110305036,10.463131911491967,7.971776122880628,9.90353755128617,0
1,29,2,0,0,0,0,0,0,200000.0,8.107418811719974,10.657212294981678,0.0,9.840281476632336,9.430439293104167,9.161885151706779,0
2,43,2,0,0,0,0,0,0,30000.0,7.601402334583733,7.098375638590786,6.55250788703459,0.0,0.0,0.0,0
3,42,5,0,0,0,0,0,0,180000.0,8.518592212329946,8.517393171418904,8.518392471991719,10.657282884047461,8.006700845440367,7.601402334583733,0
1,33,5,0,0,0,0,0,0,210000.0,5.771441123130016,7.251344983372214,0.0,0.0,0.0,7.653969180478774,1
2,34,4,0,0,2,0,0,3,30000.0,6.904750769961838,0.0,6.48768401848461,7.579678823090456,0.0,0.0,1
2,44,5,0,0,0,0,0,0,60000.0,7.611842399580417,7.5595594960077,7.237778191923443,7.3632795869630385,7.4073177104694174,7.324489979348532,0
1,29,1,0,0,0,0,0,0,200000.0,7.030857476116121,9.45657525451379,10.239995502805316,6.90875477931522,7.601402334583733,11.214249851043581,0
1,35,5,0,0,2,2,0,0,150000.0,9.445017159104065,8.502485562543963,0.0,8.541495483939203,9.244741798693514,0.0,1
1,41,4,0,0,2,2,2,0,130000.0,9.190647738630446,0.0,8.936035096566041,0.0,8.517393171418904,9.210440366976517,1
2,34,4,0,0,0,0,0,0,210000.0,8.853808274977197,8.936035096566041,6.927557906278317,10.505094936455558,8.006700845440367,8.006700845440367,0
2,37,4,0,0,0,0,0,0,140000.0,8.006700845440367,9.210440366976517,8.77971129020447,8.268988209506656,8.81001204797317,7.601402334583733,0
2,39,4,1,2,0,0,0,0,80000.0,1.9459101490553132,6.90875477931522,7.633369649679584,8.559486103606488,8.228443883004033,7.237778191923443,1
1,36,4,0,0,0,0,0,0,240000.0,8.816853240627426,9.40137386937216,7.933438387627489,8.315077007294104,8.098338846189057,8.47407690034261,0
3,44,2,0,0,0,0,0,0,50000.0,7.698029170272805,7.668561108015897,6.55250788703459,6.55250788703459,6.68586094706836,6.90875477931522,0
1,30,2,0,0,2,2,2,0,50000.0,8.70167907103957,2.3978952727983707,9.013473543740192,7.0909098220799835,8.296297112642508,8.391176350832751,0
2,49,1,0,0,0,0,0,0,160000.0,6.077642243349034,6.077642243349034,6.077642243349034,6.077642243349034,6.077642243349034,6.769641976852503,0
1,31,5,0,0,0,0,0,0,260000.0,7.175489713624222,8.65434302956347,10.122582921003769,8.264620829411216,5.945420608606575,7.711996507047669,0
2,31,2,8,7,6,5,4,3,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,46,4,0,3,2,0,0,0,100000.0,0.0,0.0,0.0,0.0,6.836259277277067,0.0,1
2,35,4,1,0,2,0,0,0,280000.0,5.0106352940962555,0.0,7.3783837129967145,7.422373700986824,7.354362330421477,5.7899601708972535,0
3,36,2,0,0,0,0,0,0,50000.0,7.681099001536359,6.90875477931522,0.0,0.0,0.0,0.0,0
1,31,5,0,0,0,0,0,0,260000.0,6.839476438228843,7.7057128238944275,8.31115254800169,9.193194213141211,9.365718869155696,6.317164686747284,0
2,36,1,0,0,2,0,0,0,30000.0,7.496097345175956,7.313886831633462,7.313886831633462,7.313886831633462,7.313886831633462,7.313886831633462,1
2,25,4,1,2,0,0,0,0,30000.0,0.0,7.496097345175956,6.90875477931522,6.948897222313312,7.037905963447182,6.838405200847344,0
2,33,2,2,2,0,0,0,0,130000.0,2.6390573296152584,6.55250788703459,0.0,0.0,0.0,0.0,0
3,48,5,0,0,0,0,0,0,50000.0,7.601402334583733,7.232010331664759,0.0,9.541512875502493,6.212606095751519,6.248042874508429,0
2,35,1,2,2,2,2,2,2,150000.0,8.79497643168877,8.575650760987806,8.630700432209832,8.612685172875459,8.648396877031582,8.612685172875459,1
1,58,4,0,0,0,0,0,0,200000.0,0.0,0.0,5.303304908059076,8.692490133273228,0.0,0.0,0
2,32,1,1,0,0,0,0,0,560000.0,7.059617628291383,6.931471805599453,7.832014180505469,10.74761611027086,8.137980454452139,9.34731582700326,0
3,26,2,0,3,2,0,0,0,20000.0,0.0,0.0,6.90875477931522,0.0,0.0,0.0,0
1,41,1,0,0,0,0,0,0,270000.0,5.75890177387728,5.75890177387728,6.349138991379798,8.950532836290382,6.349138991379798,6.349138991379798,0
1,48,5,2,0,0,0,0,0,300000.0,9.350189267092581,9.392745258631441,9.210440366976517,9.259225769705994,9.210440366976517,9.210440366976517,1
2,29,4,1,4,3,2,2,2,100000.0,0.0,0.0,8.071218539969863,8.006700845440367,0.0,8.101980731853192,0
3,43,2,0,0,0,0,0,0,20000.0,7.193685818395112,7.150701457592526,6.493753839851686,6.6240652277998935,6.810142450115136,6.478509642208569,0
3,69,1,0,0,0,0,0,0,20000.0,7.438971592395862,7.601402334583733,7.601402334583733,7.601402334583733,6.723832440821209,5.993961427306569,0
3,56,1,0,0,0,0,0,0,70000.0,8.517393171418904,7.713784616598755,8.006700845440367,8.006700845440367,7.313886831633462,7.313886831633462,0
2,31,5,2,0,0,0,2,2,60000.0,7.438971592395862,7.244941546337007,7.496097345175956,0.0,7.496097345175956,0.0,0
2,51,4,2,2,0,0,0,0,180000.0,0.0,7.310550158534422,6.478509642208569,6.51025834052315,7.2456550675945355,6.561030665896573,0
1,31,5,0,0,0,0,0,0,360000.0,8.669399124305569,7.221105098182496,8.560444233410552,6.55250788703459,0.0,6.840546529288687,0
1,34,1,2,2,2,2,2,2,200000.0,8.987321812850125,8.699681400989514,8.853808274977197,0.0,8.922791623969637,8.699681400989514,1
2,42,4,0,0,0,0,0,0,170000.0,7.601402334583733,7.601402334583733,7.384610383176974,7.696667081526462,7.3783837129967145,7.3783837129967145,0
1,51,4,0,0,0,0,0,0,170000.0,8.685246776412487,7.396948602621014,7.752335163302292,6.493753839851686,7.2254814727822945,8.80612448326845,0
3,51,4,1,0,0,0,0,0,60000.0,6.586171654854675,0.0,6.666956792429207,0.0,0.0,0.0,0
2,27,2,1,2,0,0,2,0,30000.0,0.0,7.601402334583733,10.308985993422082,6.90875477931522,6.90875477931522,0.0,1
1,37,4,0,0,0,0,0,0,140000.0,7.4133673356952405,7.701652362642226,7.286191714702382,8.76389700713946,7.455876687491824,7.3987862754199485,0
1,25,2,0,0,0,0,0,0,20000.0,7.3752557780097545,7.347299700743164,6.6240652277998935,6.651571873589727,6.650279048587422,5.872117789475416,0
1,27,5,0,0,0,0,0,0,20000.0,7.013915474810528,6.917705609835305,2.0794415416798357,7.0825485693553,6.0330862217988015,6.723832440821209,0
1,39,2,0,0,0,0,0,0,520000.0,9.450380370950123,8.610319169405722,8.59378379357795,11.158220008887854,9.377632889750377,8.97322466309509,0
2,22,5,0,0,0,2,0,0,30000.0,6.921658184151129,7.550135342488429,0.0,7.847371836159788,7.948031990637284,8.006700845440367,0
1,24,5,1,2,0,0,2,0,70000.0,0.0,7.501082124259871,7.824445930877619,0.0,7.601402334583733,7.313886831633462,0
3,54,4,0,0,0,0,0,0,80000.0,8.234564993267135,8.009695357742922,7.605890001053122,7.506042178518122,7.601402334583733,8.699681400989514,0
3,36,1,1,3,2,5,4,3,50000.0,0.0,8.294299608857235,0.0,0.0,0.0,7.1316985104669115,1
1,25,5,0,0,0,0,0,0,170000.0,7.151485463904735,0.0,0.0,0.0,0.0,0.0,0
2,24,5,2,2,2,2,2,2,160000.0,7.550135342488429,8.131824785007195,8.537191877922927,7.937731775260109,7.972810784121404,7.937731775260109,0
2,30,5,1,2,2,0,0,0,360000.0,7.546446273746024,0.0,7.284820912568604,7.824445930877619,5.7899601708972535,0.0,0
2,25,5,0,2,0,0,0,0,420000.0,0.0,6.90875477931522,6.90875477931522,0.0,0.0,9.928228944424575,0
3,45,2,0,0,0,0,0,0,30000.0,7.228388451573604,7.223295679562314,7.166265974133638,6.923628628138427,6.803505257608338,6.81783057145415,0
2,36,1,1,2,0,0,0,0,60000.0,7.438971592395862,7.398174092970465,7.236339342754344,7.272398392570047,7.27655640271871,7.313886831633462,0
2,31,4,0,0,0,0,0,0,160000.0,8.517393171418904,9.210440366976517,8.517393171418904,8.517393171418904,8.294299608857235,8.294299608857235,0
1,44,4,0,0,0,0,0,0,170000.0,8.506132244056813,10.245124997898127,7.5411524551363085,10.237778841189767,9.604609707323613,0.0,0
3,52,1,1,2,0,0,0,0,20000.0,0.0,7.0909098220799835,5.986452005284438,0.0,0.0,0.0,1
1,45,4,0,0,0,0,0,0,290000.0,7.197435354096591,7.109062135687172,7.322510433997394,7.8868329989550565,7.798523053625206,10.519105530586836,0
2,52,5,0,0,0,0,0,0,340000.0,8.096817470572319,0.0,6.2166061010848646,9.35218709620442,6.028278520230698,9.61953186182516,0
1,31,2,1,0,0,0,0,0,60000.0,0.0,0.0,8.38958706681109,0.0,8.042699496897637,0.0,1
1,36,4,0,0,0,0,0,0,500000.0,10.094190553357997,12.860964846466063,8.85623355614316,8.755107121633896,9.715771471424866,10.685355065655601,0
3,54,5,0,0,0,0,0,0,230000.0,8.830689198760998,8.006700845440367,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733,0
4,53,4,0,0,0,0,0,0,30000.0,7.3783837129967145,7.170888478512505,6.90875477931522,7.0909098220799835,7.601402334583733,6.90875477931522,0
1,25,2,1,0,2,2,2,2,20000.0,8.202756381655638,0.0,5.707110264748875,0.0,6.90875477931522,0.0,0
2,30,5,0,0,0,0,0,0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,31,1,0,0,0,0,0,0,500000.0,7.438971592395862,7.069023426578259,6.915723448631314,6.921658184151129,6.926577033222725,5.579729825986222,0
1,39,4,1,0,0,0,0,0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,25,5,0,0,0,0,0,0,70000.0,7.738488122494646,7.650168700845001,7.3783837129967145,7.601402334583733,7.601402334583733,7.467942332285852,1
2,50,4,0,0,0,0,0,0,280000.0,10.628036496235605,6.3473892096560105,6.980075940561763,10.785476652713262,9.235325624670091,9.864070820172337,0
2,53,1,0,0,0,0,0,0,130000.0,0.0,5.968707559985366,5.968707559985366,5.968707559985366,5.968707559985366,5.968707559985366,0
1,30,2,0,0,0,0,2,0,70000.0,7.901377353792616,8.03947991910045,8.268988209506656,7.824445930877619,7.824445930877619,7.824445930877619,1
2,42,4,0,0,0,0,0,0,340000.0,9.306922469822426,9.742496866444002,9.28126471031288,9.127067452782361,10.078238860499914,10.742724438967969,0
1,28,2,0,0,0,0,0,0,210000.0,6.980075940561763,6.910750787961936,6.568077911411976,6.042632833682381,7.360739903058278,0.0,0
2,57,5,0,0,0,0,0,0,80000.0,7.957527402230773,0.0,0.0,0.0,0.0,0.0,0
2,43,5,0,0,0,0,0,0,120000.0,11.174890007155179,5.75890177387728,5.75890177387728,7.925518979786926,7.599401333415815,7.628031126930335,0
1,28,5,0,0,0,0,0,0,100000.0,8.434028950155469,8.294299608857235,8.294299608857235,8.294299608857235,8.294299608857235,8.38958706681109,0
1,22,2,0,0,0,0,0,0,20000.0,8.263848131368906,7.0909098220799835,5.700443573390687,8.592486175451668,8.294299608857235,9.176473302464606,0
1,46,4,2,2,0,0,0,0,220000.0,0.0,9.210440366976517,8.881975184248867,8.85395110151461,8.839421607620602,8.764209507142004,0
1,34,5,2,2,2,2,2,2,70000.0,0.0,8.294299608857235,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733,1
2,26,4,0,0,0,0,0,0,20000.0,7.8636512654486515,7.824445930877619,7.601402334583733,6.90875477931522,6.90875477931522,6.90875477931522,0
2,32,5,0,0,0,0,0,0,100000.0,7.901377353792616,7.628517626575055,7.824445930877619,7.824445930877619,8.476579508530941,7.824445930877619,0
2,24,5,0,0,0,0,0,0,110000.0,7.538494999413465,7.496097345175956,7.881559917056899,7.545918151209323,7.550661243105336,7.455298485683291,0
3,27,5,2,2,2,2,0,0,80000.0,8.069029328774958,0.0,0.0,8.607399459302387,8.59711281459211,8.54188580400661,0
1,29,5,1,0,0,0,0,0,30000.0,6.532334292222349,6.016157159698354,8.068089626278244,7.953318346560431,0.0,0.0,0
2,34,4,0,0,0,0,0,0,30000.0,7.13966033596492,10.091459780838896,6.90875477931522,7.601402334583733,9.282288871288767,9.829464192187341,0
1,27,2,0,0,0,0,0,0,60000.0,7.993282328101591,7.395721608602045,6.910750787961936,7.00397413672268,7.00397413672268,6.827629234502852,1
1,27,5,0,0,0,0,0,2,50000.0,7.824445930877619,7.650168700845001,7.601402334583733,8.268988209506656,0.0,7.601402334583733,0
2,53,4,0,0,0,0,0,0,260000.0,9.212438170058329,9.211140052146748,9.212138753917563,9.21074029199751,9.211140052146748,9.2140335438138,0
1,29,5,0,0,0,0,2,2,500000.0,9.210440366976517,8.858226439365012,9.220389707829185,8.641885635373555,0.0,8.400434630806041,0
1,35,5,0,2,0,0,0,0,110000.0,0.0,7.062191632286556,0.0,6.102558594613569,7.455876687491824,0.0,0
3,33,4,2,2,2,2,2,2,30000.0,8.188966863648876,0.0,7.901377353792616,7.170888478512505,0.0,7.170888478512505,0
1,31,5,0,0,0,0,0,0,180000.0,8.686429508661536,0.0,0.0,0.0,0.0,0.0,1
1,35,4,1,0,0,0,0,0,170000.0,8.07402621612406,0.0,0.0,0.0,0.0,0.0,1
1,34,4,0,0,0,0,0,0,320000.0,9.845540592581278,0.0,6.2166061010848646,9.978873279442018,8.517393171418904,12.034649484884913,1
2,53,4,0,0,0,0,0,0,10000.0,7.244941546337007,0.0,0.0,0.0,0.0,0.0,1
2,26,2,1,5,4,8,7,6,50000.0,0.0,9.210440366976517,0.0,0.0,0.0,0.0,0
1,32,5,1,0,0,0,0,0,170000.0,0.0,0.0,0.0,6.2166061010848646,6.2166061010848646,6.2166061010848646,1
1,51,4,0,0,0,0,0,2,120000.0,8.699681400989514,8.699681400989514,8.294299608857235,9.105090961257085,0.0,8.517393171418904,0
3,47,4,1,2,0,0,0,0,30000.0,0.0,7.313886831633462,6.682108597449809,6.523562306149512,0.0,0.0,0
2,29,2,0,0,0,0,0,0,160000.0,8.73681053295389,8.517393171418904,8.517393171418904,8.006700845440367,11.002116507732017,8.517393171418904,0
1,27,5,2,2,2,2,2,2,50000.0,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733,7.438971592395862,7.601402334583733,1
2,44,4,0,0,0,0,0,0,30000.0,5.968707559985366,0.0,6.660575149839686,0.0,0.0,0.0,0
2,36,1,0,0,0,0,0,0,50000.0,7.504391559161238,7.7437032581737535,7.601402334583733,7.601402334583733,7.824445930877619,7.438971592395862,0
2,45,4,1,0,0,0,0,0,240000.0,5.983936280687191,5.983936280687191,5.983936280687191,5.983936280687191,5.983936280687191,5.983936280687191,0
3,50,3,0,0,0,0,0,0,50000.0,7.726212650507529,0.0,8.131824785007195,7.926602599181384,7.438971592395862,0.0,0
1,31,5,4,4,4,3,2,2,180000.0,8.160803920954665,0.0,0.0,0.0,11.51293546492023,0.0,1
2,28,5,0,0,0,0,0,0,500000.0,8.910990494656719,8.459987717645458,8.25712628599743,8.195057690895077,8.141481041457421,8.07153089355666,0
3,50,5,0,0,0,0,0,0,240000.0,9.158099260130491,9.007489523929735,8.817890200945513,8.881558488638976,8.878636747430072,8.569026340056254,0
2,23,2,0,0,0,0,0,0,50000.0,6.075346031088684,6.660575149839686,0.0,0.0,0.0,0.0,0
2,30,4,2,0,0,0,0,0,50000.0,6.957497370876951,0.0,0.0,0.0,0.0,0.0,1
1,38,2,0,0,0,0,0,0,220000.0,9.012011377036412,8.537191877922927,8.594339400592892,8.101980731853192,0.0,0.0,0
2,36,1,1,0,0,0,0,0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,35,4,0,0,0,0,0,0,230000.0,9.275285060616564,8.518991573357617,10.685949704772932,7.733245646529795,9.514436985696058,8.000014093678072,0
3,56,2,0,0,0,0,0,0,20000.0,7.170888478512505,7.170888478512505,6.55250788703459,6.68586094706836,6.401917196727186,6.398594934535208,0
1,37,4,2,2,2,2,2,2,130000.0,8.03947991910045,7.313886831633462,7.601402334583733,7.3783837129967145,7.601402334583733,7.601402334583733,1
2,50,1,0,0,0,0,0,0,100000.0,8.522379718103538,7.986164860332727,9.812687188209631,9.665357258913595,6.037870919922137,6.369900982828227,0
2,39,2,0,0,0,0,0,0,20000.0,7.313886831633462,7.3783837129967145,5.8522024797744745,5.872117789475416,5.87493073085203,0.0,1
2,26,5,0,0,0,0,0,0,50000.0,7.6708948313621175,6.90875477931522,9.865370230423,6.434546518787453,6.326149473155099,5.673323267171493,0
3,45,1,2,2,2,2,2,2,140000.0,0.0,8.517393171418904,8.517393171418904,0.0,9.210440366976517,0.0,1
2,32,2,0,0,0,0,0,0,90000.0,7.601402334583733,8.517393171418904,8.517393171418904,10.12667110305036,9.99884318585288,8.517393171418904,0
1,39,4,1,0,0,0,0,0,290000.0,7.868636894184167,9.314880551250107,9.210440366976517,7.951559331155252,8.481980435660493,7.210079628170788,0
2,34,5,0,0,0,0,0,0,180000.0,9.01127949117793,9.04793908261736,8.434028950155469,8.517393171418904,8.434028950155469,8.517393171418904,1
3,57,4,1,0,0,0,0,0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,32,1,2,2,2,2,2,2,110000.0,8.537191877922927,8.216358332386156,8.160803920954665,8.294299608857235,0.0,9.21642184229205,1
3,28,2,0,0,0,0,0,0,50000.0,7.313886831633462,7.10002716662926,6.248042874508429,6.255750041753367,6.434546518787453,8.517393171418904,0
2,48,4,0,0,0,0,0,0,290000.0,10.44787366982408,9.38353709043758,10.20784235927516,8.161089512845797,9.434443462785092,8.6652683094816,0
1,46,1,2,2,2,2,2,2,380000.0,8.38958706681109,0.0,8.748463629942055,8.160803920954665,8.131824785007195,0.0,1
2,39,1,0,0,0,0,0,0,480000.0,9.61587214452889,10.308985993422082,9.90353755128617,9.392745258631441,9.433563920090563,9.409273194575334,0
2,22,5,0,0,0,0,0,0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,50,1,0,0,0,0,0,0,380000.0,9.210440366976517,9.210440366976517,9.210440366976517,9.90353755128617,11.461642696843066,10.819798284210286,0
1,42,4,0,0,0,0,0,0,340000.0,9.037176752966994,9.04793908261736,9.04793908261736,9.04793908261736,9.04793908261736,9.04793908261736,0
2,22,5,0,0,0,0,2,2,30000.0,0.0,10.049793255125712,7.601402334583733,0.0,7.659171367666058,0.0,0
3,29,1,0,0,0,0,0,0,200000.0,10.751991827769352,10.042640613928704,9.029657471850737,6.879355804460439,8.365672383774996,9.988196280463082,0
1,30,5,0,0,0,0,0,0,360000.0,7.496097345175956,7.613818684808629,8.006700845440367,7.601402334583733,6.90875477931522,7.601402334583733,0
1,49,1,0,0,2,0,0,0,160000.0,6.450470422144176,0.0,5.75890177387728,5.75890177387728,5.75890177387728,5.75890177387728,1
2,40,2,1,1,0,0,0,0,50000.0,0.0,7.983440063006542,10.308985993422082,8.569975376855206,7.942717540573791,8.035926369891792,0
2,32,2,0,0,0,0,0,0,200000.0,7.295735072749282,5.968707559985366,5.968707559985366,6.293419278846481,5.968707559985366,0.0,0
2,30,2,0,0,0,0,0,0,60000.0,8.006700845440367,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733,0
3,53,4,0,2,0,0,0,0,80000.0,0.0,5.968707559985366,5.968707559985366,5.968707559985366,7.186144304522325,0.0,0
2,38,4,2,2,0,0,0,0,100000.0,0.0,7.601402334583733,7.601402334583733,7.601402334583733,8.006700845440367,8.006700845440367,1
1,37,1,0,0,0,0,0,0,330000.0,7.643961949002529,9.215825302206753,7.951911381854188,9.957123101702038,7.503840746698951,7.529406457837013,1
1,44,5,0,0,0,0,0,0,500000.0,8.560061091643414,8.289539484624141,0.0,8.208764045819667,8.938269147038548,7.898039690764619,0
2,32,4,0,0,0,0,0,0,180000.0,7.637234388789473,7.7664168980196555,8.987321812850125,8.006700845440367,0.0,0.0,0
2,44,4,0,0,0,2,0,0,200000.0,8.016647877057803,8.401333305321703,0.0,6.5638555265321274,6.48768401848461,6.90875477931522,0
1,39,4,0,0,0,0,0,0,420000.0,9.546884034617925,9.326433090963036,9.210440366976517,8.998631198287637,8.848796450925947,8.758255243232792,0
2,23,5,0,0,0,0,0,0,110000.0,9.210440366976517,7.601402334583733,7.824445930877619,7.601402334583733,7.601402334583733,7.601402334583733,0
2,24,4,2,0,0,0,0,0,50000.0,7.5883236773352225,7.347943823148687,5.814130531825066,6.212606095751519,6.2166061010848646,6.202535517187923,1
3,46,4,0,0,0,0,0,0,130000.0,7.180069874302796,7.192182058713246,6.90875477931522,6.90875477931522,6.90875477931522,6.684611727667927,1
2,36,1,0,0,0,0,0,0,250000.0,9.210440366976517,9.024131268455035,8.556606193773073,8.612685172875459,8.517393171418904,8.517393171418904,0
2,26,5,0,0,0,0,0,3,50000.0,5.937536205082426,0.0,0.0,8.090708716083997,0.0,0.0,0
2,43,1,0,0,0,0,0,0,260000.0,8.164794804244766,8.022896869601457,10.973580332043829,8.012680929706839,8.013343181386672,7.321188556739478,0
2,54,1,0,0,2,0,0,0,240000.0,12.36308066783498,3.4339872044851463,8.860357273327022,8.857088135314953,9.21094019204815,8.989070065043654,0
1,28,5,0,0,2,0,0,0,300000.0,9.278092474027002,0.0,7.601402334583733,8.294299608857235,8.517393171418904,0.0,0
1,35,4,0,0,0,0,0,0,200000.0,9.621787551761894,10.377576575186112,8.406708458240965,8.797850648931053,7.141245122350491,7.5883236773352225,0
3,46,4,0,0,0,0,0,0,600000.0,9.345308232386667,10.066371415437608,10.347275534963451,9.761290146826328,9.210440366976517,9.210440366976517,0
2,29,5,0,0,2,0,0,2,130000.0,9.059633754551479,0.0,8.160803920954665,8.867990898182093,8.188966863648876,7.972810784121404,0
1,28,5,0,0,0,0,0,0,150000.0,7.649692623711514,8.576781982827894,9.016876974763383,7.430707082545968,5.0106352940962555,7.473637108496206,0
1,30,2,0,0,0,0,0,2,200000.0,9.625359692889159,11.513505296835238,5.680172609017068,9.212338374638856,2.833213344056216,6.698268054115413,0
2,34,4,1,2,2,2,2,2,80000.0,7.650168700845001,0.0,7.937731775260109,7.496097345175956,8.006700845440367,0.0,1
2,34,4,0,0,0,0,0,0,60000.0,8.006700845440367,7.601402334583733,8.006700845440367,8.294299608857235,8.006700845440367,8.006700845440367,0
2,31,1,1,0,0,0,0,0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,37,4,0,0,0,0,0,0,110000.0,7.917900586327916,7.937731775260109,7.696667081526462,7.696667081526462,7.699842407396986,8.007700012884026,0
3,35,4,3,2,2,2,0,0,70000.0,0.0,7.904334842085095,0.0,6.918695219020472,6.921658184151129,7.601402334583733,1
1,27,2,1,0,0,2,2,2,50000.0,0.0,4.276666119016055,0.0,8.24301946898925,0.0,0.0,1
2,46,5,0,0,2,2,3,2,10000.0,7.496097345175956,6.2166061010848646,6.90875477931522,0.0,0.0,6.68586094706836,1
1,51,1,0,0,0,0,0,0,120000.0,8.38958706681109,8.987571750367046,8.343077871169383,8.343077871169383,8.987321812850125,8.294299608857235,0
2,41,1,0,0,0,0,0,0,220000.0,8.801469470733185,8.686935966003333,7.473069088032197,7.509335266016592,8.856945756159021,7.830425617820331,0
1,33,2,0,2,0,2,0,3,440000.0,0.0,7.170888478512505,0.0,7.9294865233142895,0.0,0.0,1
2,49,1,0,0,0,0,0,0,50000.0,7.140453043101158,7.140453043101158,6.175867270105761,5.707110264748875,6.293419278846481,6.660575149839686,0
2,32,2,0,0,2,0,0,0,210000.0,9.472781556562168,0.0,8.64241515616962,10.122100857763806,8.745602852402946,8.7787879291047,0
